author_id,Skatter_og_avgifter,No class,Avvikling_olje,Privat_velferdtxt,Midlertidig_arbeid,Unge_asylsøkere,Skole,Heldagsskole,Militær,Surrogati,Arbeidstid,Sammenslåing_av_kommuner,Narkotikapolitikk,Flyktninger,Veiprosjekter,Fritt_behanglingsvalg,EØS,Politi,Oljeleting,Kapitalisme,Ulv,Formueskatt,Gårder,Kristendom,Kontantstøtten,target
1148589260628529153,0.0,20.637312221392012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 0, 1, 1, 1, 1, 1, 1, 1]"
136980577,0.0,16.20916061099187,0.0,0.0,0.0,0.0,0.0,2.3045489169400093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 0, 1, 1, 1, 0, 0, 1, 0]"
27722642,0.0,31.556451783931074,0.0,0.0,0.9531055664874837,1.409605437701893,0.0,0.0,2.9649453053893695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9044323473962956,0.0,0.0,0.0,1.090101615676864,0.0,0.0,0.0,0.0,"[1, 0, 0, 0, 0, 1, 1, 1, 0]"
1265191191085297664,0.0,38.48920470390405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.623573497053609,0.0,6.366064488754187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 0]"
1310533649385820161,0.0,36.03043546181068,0.0,0.0,0.0,2.391953287246369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 0, 0, 0, 1, 1, 0, 0, 1]"
1320763463409520640,0.0,68.84386000610337,0.0,0.0,3.8278577439216037,0.0,0.0,2.334280487230882,0.0,0.0,0.0,0.0,5.649882285770186,0.0,0.0,3.4700570572470584,0.0,0.0,3.6597719855901483,0.0,3.108926485495737,0.0,0.0,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
137776972,0.0,25.295100286462354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176452839835277,0.0,0.8281287356204805,0.0,0.0,0.5808797812415895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
416511546,9.77648100052065,102.79645381761854,0.0,0.0,3.365301608181257,0.0,0.0,0.8118829717020902,1.8653447697303895,0.11250033452625807,1.9135712712101713,2.23929039712064,21.596186643084202,0.0,0.0,0.0,0.0,0.7146749592091923,0.0,0.0,1.2644908153215542,0.0,14.348157274301359,0.0,0.0,"[1, 1, 0, 1, 1, 1, 1, 1, 1]"
567684174,1.53747760226816,17.498327848795615,0.0,0.4807328573015843,0.0,0.0,0.0,0.0,0.0,1.6233552602143217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5474849123463854,2.289848707624751,0.0,0.0,0.0,"[1, 0, 1, 0, 0, 1, 0, 1, 1]"
796108437251825664,0.0,22.24298712803562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6900856096188812,0.0,1.0142486912088566,0.0,0.0,0.0,0.0,1.087596286950372,0.0,0.0,0.9223214920982676,0.0,0.0,0.0,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
1362855031888822273,0.0,73.36858555253698,0.0,0.0,0.0,0.0,0.0,10.883706894935463,0.0,0.0,0.0,0.0,0.0,6.297822115623693,0.0,2.0970959432878447,0.0,0.0,0.0,2.5139417738228764,0.0,0.0,0.0,0.0,0.0,"[1, 0, 1, 1, 1, 1, 0, 1, 1]"
179748133,0.0,1.9744629020458258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
552136884,0.7704843992204474,17.39978364972783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3795045945331452,0.0,0.0,0.0,0.0,0.0,0.0,1.3702501269866803,2.1920066051210463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 0, 1, 1, 0, 0, 0, 0, 1]"
57064417,0.0,18.54030818438692,6.935640764627324,0.0,0.0,0.0,0.0,0.0,0.8902841706287392,0.0,1.9185659668379262,1.472096645795597,0.0,0.0,0.0,0.0,2.030153898876008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2101680535718398,"[1, 0, 0, 0, 1, 1, 1, 1, 1]"
1346506400252518400,0.0,54.038188268140566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
2741585422,0.0,12.205484250602836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34420969981827565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 0, 0, 0, 1, 0, 0, 1, 1]"
